20150720,178,96,214
20150721,210,175,254
20150722,195,163,231
20150723,178,136,217
20150724,184,134,233
20150725,149,112,183
20150726,148,86,209
20150727,166,142,197
20150728,152,125,189
20150729,141,109,176
20150730,138,76,181
20150731,133,51,194
20150801,151,61,220
20150802,177,77,242
20150803,215,124,300
20150804,180,138,215
20150805,189,103,250
20150806,205,133,284
20150807,206,126,270
20150808,187,130,230
20150809,186,103,243
20150810,198,147,252
20150811,200,137,254
20150812,195,163,230
20150813,217,146,284
20150814,209,169,254
20150815,184,158,221
20150816,150,129,166
20150817,143,129,152
20150818,146,134,168
20150819,165,116,225
20150820,179,104,249
20150821,197,137,253
20150822,207,141,265
20150823,197,149,259
20150824,179,133,231
20150825,167,140,199
20150826,202,165,252
20150827,157,135,185
20150828,154,98,209
20150829,170,81,236
20150830,200,145,253
20150831,209,175,265
20150901,161,120,195
20150902,132,79,188
20150903,122,66,171
20150904,135,116,166
20150905,132,93,169
20150906,131,91,170
20150907,142,123,169
20150908,139,82,169
20150909,131,71,185
20150910,143,91,196
20150911,143,93,201
20150912,157,113,202
20150913,166,125,194
20150914,145,113,198
20150915,125,98,159
20150916,154,110,192
20150917,144,125,164
20150918,139,99,184
20150919,134,85,175
20150920,135,71,181
20150921,146,110,186
20150922,131,91,174
20150923,132,104,173
20150924,126,108,157
20150925,116,52,168
20150926,104,34,168
20150927,110,46,175
20150928,105,44,160
20150929,117,58,174
20150930,123,81,175
20151001,106,49,169
20151002,103,33,183
20151003,103,44,188
20151004,103,46,179
20151005,131,57,169
20151006,153,131,176
20151007,149,137,176
20151008,124,58,159
20151009,102,40,163
20151010,109,59,143
20151011,65,23,115
20151012,48,9,102
20151013,38,12,59
20151014,51,20,80
20151015,63,28,80
20151016,77,67,84
20151017,81,73,90
20151018,84,37,109
20151019,105,52,125
20151020,95,51,126
20151021,97,47,125
20151022,119,72,148
20151023,114,68,141
20151024,118,101,138
20151025,99,30,143
20151026,105,30,158
20151027,111,59,173
20151028,106,72,133
20151029,107,49,156
20151030,102,65,150
20151031,98,65,143
20151101,77,30,160
20151102,69,9,159
20151103,90,13,157
20151104,122,77,154
20151105,133,112,154
20151106,155,139,171
20151107,164,141,185
20151108,131,76,173
20151109,136,120,160
20151110,145,133,156
20151111,127,116,138
20151112,133,117,153
20151113,114,77,136
20151114,97,77,119
20151115,143,119,150
20151116,125,113,137
20151117,135,109,156
20151118,131,110,145
20151119,112,82,138
20151120,79,48,97
20151121,43,8,63
20151122,26,0,57
20151123,32,-26,80
20151124,42,31,66
20151125,54,22,79
20151126,40,0,96
20151127,45,8,65
20151128,67,45,87
20151129,102,74,125
20151130,95,65,126
20151201,97,68,124
20151202,110,94,119
20151203,98,84,127
20151204,94,82,112
20151205,79,72,91
20151206,105,74,124
20151207,105,88,124
20151208,98,73,120
20151209,76,54,99
20151210,59,49,77
20151211,70,54,88
20151212,76,33,117
20151213,68,39,117
20151214,76,64,100
20151215,74,48,91
20151216,114,89,129
20151217,136,124,153
20151218,118,106,130
20151219,122,106,141
20151220,116,97,137
20151221,104,84,118
20151222,130,103,144
20151223,106,73,133
20151224,98,64,134
20151225,96,65,140
20151226,131,111,144
20151227,118,102,131
20151228,89,65,121
20151229,75,54,103
20151230,69,49,91
20151231,78,55,105
